id,x,y
0,0.0,0.0
1,645.0,7.0
2,720.0,867.0
3,513.0,499.0
4,208.0,766.0
5,976.0,884.0
6,991.0,864.0
7,696.0,804.0
8,655.0,676.0
9,840.0,976.0
10,718.0,867.0
11,456.0,818.0
12,901.0,808.0
13,380.0,423.0
14,668.0,533.0
15,939.0,794.0
16,311.0,824.0
17,906.0,961.0
18,899.0,692.0
19,227.0,898.0
20,646.0,431.0
21,886.0,633.0
22,468.0,400.0
23,867.0,887.0
24,720.0,871.0
25,585.0,832.0
26,746.0,892.0
27,990.0,681.0
28,333.0,883.0
29,675.0,773.0
30,145.0,637.0
31,939.0,680.0
32,852.0,885.0
33,520.0,96.0
34,603.0,554.0
35,677.0,836.0
36,214.0,793.0
37,480.0,576.0
38,986.0,924.0
39,392.0,482.0
40,872.0,974.0
41,644.0,517.0
42,888.0,795.0
43,622.0,5.0
44,999.0,958.0
45,415.0,509.0
46,910.0,946.0
47,150.0,945.0
48,719.0,760.0
49,695.0,188.0
50,420.0,387.0
51,720.0,832.0
52,714.0,926.0
53,697.0,759.0
54,659.0,869.0
55,192.0,793.0
56,645.0,19.0
57,592.0,992.0
58,764.0,778.0
59,839.0,680.0
60,468.0,397.0
61,77.0,793.0
62,729.0,74.0
63,299.0,814.0
64,571.0,343.0
65,717.0,25.0
66,989.0,846.0
67,971.0,861.0
68,448.0,338.0
69,194.0,768.0
70,929.0,831.0
71,845.0,841.0
72,687.0,867.0
73,963.0,616.0
74,464.0,498.0
75,141.0,809.0
76,547.0,542.0
77,945.0,847.0
78,627.0,445.0
79,504.0,497.0
80,101.0,705.0
81,849.0,606.0
82,766.0,919.0
83,492.0,399.0
84,621.0,919.0
85,555.0,935.0
86,123.0,778.0
87,971.0,877.0
88,58.0,537.0
89,938.0,801.0
90,789.0,869.0
91,870.0,838.0
92,953.0,865.0
93,204.0,709.0
94,693.0,551.0
95,816.0,941.0
96,690.0,852.0
97,689.0,61.0
98,787.0,873.0
99,931.0,944.0
100,996.0,833.0
101,560.0,369.0
102,580.0,108.0
103,630.0,3.0
104,170.0,733.0
105,631.0,885.0
106,603.0,891.0
107,794.0,859.0
108,724.0,324.0
109,278.0,823.0
110,589.0,379.0
111,994.0,810.0
112,641.0,885.0
113,948.0,839.0
114,692.0,610.0
115,970.0,813.0
116,813.0,35.0
117,402.0,685.0
118,738.0,668.0
119,703.0,958.0
120,453.0,511.0
121,412.0,458.0
122,259.0,729.0
123,912.0,918.0
124,770.0,940.0
125,930.0,978.0
126,854.0,942.0
127,909.0,831.0
128,587.0,581.0
129,813.0,824.0
130,208.0,668.0
131,222.0,800.0
132,978.0,848.0
133,455.0,622.0
134,696.0,876.0
135,756.0,719.0
136,550.0,544.0
137,872.0,85.0
138,825.0,100.0
139,503.0,468.0
140,571.0,325.0
141,251.0,719.0
142,689.0,913.0
143,492.0,16.0
144,446.0,402.0
145,614.0,60.0
146,500.0,144.0
147,469.0,435.0
148,171.0,802.0
149,237.0,542.0
150,516.0,491.0
151,550.0,958.0
152,598.0,690.0
153,193.0,835.0
154,567.0,576.0
155,747.0,781.0
156,530.0,102.0
157,496.0,518.0
158,210.0,827.0
159,779.0,754.0
160,226.0,781.0
161,722.0,772.0
162,655.0,831.0
163,639.0,360.0
164,880.0,871.0
165,786.0,17.0
166,449.0,521.0
167,717.0,794.0
168,786.0,907.0
169,505.0,383.0
170,677.0,883.0
171,705.0,778.0
172,536.0,495.0
173,923.0,981.0
174,913.0,861.0
175,684.0,47.0
176,580.0,474.0
177,165.0,445.0
178,481.0,45.0
179,243.0,773.0
180,206.0,793.0
181,240.0,653.0
182,989.0,973.0
183,676.0,184.0
184,782.0,780.0
185,976.0,919.0
186,949.0,912.0
187,204.0,768.0
188,652.0,8.0
189,636.0,854.0
190,632.0,5.0
191,753.0,830.0
192,894.0,901.0
193,883.0,814.0
194,564.0,508.0
195,876.0,903.0
196,305.0,703.0
197,865.0,852.0
198,514.0,380.0
199,701.0,54.0
200,343.0,924.0
201,721.0,920.0
202,490.0,458.0
203,534.0,592.0
204,259.0,778.0
205,474.0,652.0
206,193.0,899.0
207,177.0,722.0
208,270.0,754.0
209,284.0,335.0
210,967.0,750.0
211,485.0,462.0
212,644.0,779.0
213,461.0,532.0
214,611.0,509.0
215,564.0,75.0
216,364.0,519.0
