id,x,y
0,0.0,0.0
1,159.0,917.0
2,635.0,200.0
3,278.0,907.0
4,667.0,141.0
5,119.0,954.0
6,29.0,448.0
7,590.0,87.0
8,375.0,990.0
9,511.0,374.0
10,298.0,957.0
11,107.0,911.0
12,323.0,766.0
13,161.0,892.0
14,151.0,912.0
15,438.0,1000.0
16,284.0,933.0
17,724.0,191.0
18,286.0,940.0
19,144.0,785.0
20,672.0,157.0
21,759.0,176.0
22,553.0,179.0
23,625.0,167.0
24,133.0,924.0
25,695.0,73.0
26,149.0,946.0
27,599.0,162.0
28,305.0,712.0
29,229.0,709.0
30,332.0,874.0
31,756.0,143.0
32,696.0,248.0
33,94.0,777.0
34,381.0,975.0
35,224.0,928.0
36,414.0,951.0
37,910.0,190.0
38,749.0,162.0
39,668.0,273.0
40,146.0,786.0
41,17.0,793.0
42,255.0,883.0
43,326.0,837.0
44,549.0,226.0
45,137.0,868.0
46,74.0,977.0
47,618.0,248.0
48,328.0,898.0
49,62.0,802.0
50,177.0,914.0
51,646.0,208.0
52,666.0,142.0
53,591.0,205.0
54,163.0,873.0
55,721.0,164.0
56,623.0,153.0
57,333.0,956.0
58,237.0,874.0
59,729.0,102.0
60,330.0,896.0
61,192.0,949.0
62,446.0,930.0
63,148.0,897.0
64,92.0,876.0
65,389.0,942.0
66,131.0,847.0
67,237.0,990.0
68,594.0,149.0
69,780.0,190.0
70,719.0,271.0
71,168.0,982.0
72,278.0,911.0
73,256.0,896.0
74,279.0,903.0
75,613.0,47.0
76,597.0,187.0
77,440.0,296.0
78,320.0,872.0
79,261.0,925.0
80,301.0,931.0
81,599.0,218.0
82,227.0,860.0
83,591.0,189.0
84,319.0,992.0
85,617.0,172.0
86,118.0,839.0
87,117.0,909.0
88,578.0,300.0
89,503.0,966.0
90,232.0,907.0
91,34.0,955.0
92,191.0,816.0
93,273.0,42.0
94,171.0,877.0
95,132.0,920.0
96,113.0,906.0
97,581.0,125.0
98,138.0,910.0
99,149.0,870.0
100,622.0,303.0
101,278.0,845.0
102,587.0,60.0
103,234.0,818.0
104,310.0,832.0
105,568.0,227.0
106,711.0,167.0
107,728.0,251.0
108,185.0,937.0
109,110.0,840.0
110,254.0,945.0
111,140.0,937.0
112,238.0,919.0
113,9.0,875.0
114,97.0,799.0
115,804.0,100.0
116,243.0,927.0
117,310.0,938.0
118,171.0,826.0
119,677.0,213.0
120,708.0,166.0
121,151.0,931.0
122,262.0,920.0
123,121.0,769.0
124,149.0,660.0
125,199.0,749.0
126,78.0,738.0
127,323.0,963.0
128,63.0,799.0
129,233.0,931.0
130,693.0,170.0
131,673.0,156.0
132,213.0,980.0
133,620.0,191.0
134,125.0,946.0
135,748.0,117.0
136,250.0,926.0
137,661.0,327.0
138,147.0,831.0
139,181.0,923.0
140,548.0,235.0
141,682.0,157.0
142,263.0,898.0
143,469.0,339.0
144,144.0,915.0
145,569.0,234.0
146,577.0,450.0
147,598.0,231.0
148,693.0,229.0
149,227.0,952.0
150,211.0,643.0
151,12.0,942.0
152,288.0,969.0
153,734.0,312.0
154,641.0,37.0
155,241.0,761.0
156,618.0,206.0
157,156.0,915.0
158,712.0,391.0
159,74.0,787.0
160,705.0,109.0
161,240.0,902.0
162,603.0,338.0
163,572.0,363.0
164,620.0,204.0
165,272.0,925.0
166,652.0,231.0
