id,x,y
0,2.0,857.0
1,407.0,102.0
2,915.0,965.0
3,797.0,45.0
4,997.0,241.0
5,650.0,683.0
6,748.0,248.0
7,99.0,174.0
8,2.0,545.0
9,277.0,689.0
10,568.0,771.0
11,76.0,105.0
12,117.0,973.0
13,171.0,971.0
14,327.0,183.0
15,277.0,697.0
16,269.0,246.0
17,670.0,18.0
18,51.0,901.0
19,951.0,696.0
20,710.0,102.0
21,61.0,465.0
22,348.0,606.0
23,551.0,243.0
24,524.0,793.0
25,89.0,582.0
26,900.0,748.0
27,235.0,368.0
28,122.0,587.0
29,449.0,781.0
30,970.0,38.0
31,362.0,490.0
32,742.0,267.0
33,289.0,115.0
34,898.0,957.0
35,996.0,922.0
36,951.0,633.0
37,713.0,779.0
38,603.0,247.0
39,402.0,363.0
40,143.0,0.0
41,274.0,608.0
42,81.0,422.0
43,550.0,408.0
44,43.0,699.0
45,482.0,575.0
46,909.0,254.0
47,613.0,37.0
48,202.0,575.0
49,297.0,297.0
50,736.0,288.0
51,464.0,127.0
52,499.0,491.0
53,635.0,531.0
54,796.0,328.0
55,184.0,941.0
56,641.0,824.0
57,863.0,673.0
58,396.0,950.0
59,555.0,631.0
60,664.0,966.0
61,301.0,260.0
62,425.0,990.0
63,559.0,746.0
64,431.0,827.0
65,724.0,472.0
66,847.0,51.0
67,888.0,721.0
68,136.0,331.0
69,859.0,627.0
70,206.0,5.0
71,429.0,381.0
72,798.0,918.0
73,886.0,684.0
74,123.0,488.0
75,779.0,445.0
76,764.0,43.0
77,938.0,743.0
78,800.0,398.0
79,734.0,20.0
80,211.0,678.0
81,601.0,545.0
82,512.0,403.0
83,796.0,106.0
84,644.0,810.0
85,416.0,973.0
86,115.0,435.0
87,667.0,91.0
88,395.0,941.0
89,374.0,546.0
90,546.0,191.0
91,754.0,255.0
92,124.0,588.0
93,423.0,929.0
94,314.0,637.0
95,668.0,268.0
96,321.0,786.0
97,960.0,423.0
98,11.0,499.0
99,721.0,692.0
100,803.0,584.0
101,337.0,475.0
102,806.0,773.0
103,429.0,478.0
104,214.0,547.0
105,361.0,166.0
106,944.0,218.0
107,12.0,468.0
108,527.0,255.0
109,789.0,724.0
110,250.0,862.0
111,892.0,896.0
112,545.0,806.0
113,832.0,12.0
114,628.0,495.0
115,194.0,884.0
116,395.0,309.0
117,655.0,39.0
118,558.0,175.0
119,247.0,947.0
120,36.0,394.0
121,877.0,451.0
122,599.0,724.0
123,83.0,489.0
124,754.0,703.0
125,65.0,35.0
126,889.0,230.0
127,938.0,307.0
128,662.0,394.0
129,248.0,220.0
130,642.0,549.0
131,747.0,86.0
132,201.0,643.0
133,400.0,574.0
