id,x,y
0,0.0,0.0
1,674.0,825.0
2,549.0,534.0
3,43.0,315.0
4,542.0,420.0
5,45.0,580.0
6,180.0,450.0
7,369.0,618.0
8,287.0,721.0
9,36.0,426.0
10,680.0,338.0
11,42.0,81.0
12,942.0,119.0
13,247.0,68.0
14,432.0,549.0
15,514.0,857.0
16,554.0,976.0
17,103.0,728.0
18,271.0,73.0
19,310.0,859.0
20,874.0,538.0
21,358.0,642.0
22,989.0,42.0
23,538.0,271.0
24,854.0,443.0
25,596.0,563.0
26,827.0,228.0
27,380.0,40.0
28,152.0,224.0
29,726.0,258.0
30,981.0,544.0
31,600.0,381.0
32,629.0,799.0
33,488.0,12.0
34,100.0,542.0
35,37.0,272.0
36,847.0,980.0
37,949.0,124.0
38,787.0,917.0
39,111.0,958.0
40,571.0,968.0
41,2.0,409.0
42,95.0,2.0
43,318.0,447.0
44,271.0,856.0
45,873.0,697.0
46,34.0,274.0
47,733.0,17.0
48,620.0,125.0
49,611.0,334.0
50,66.0,848.0
51,507.0,711.0
52,993.0,152.0
53,596.0,683.0
54,605.0,980.0
55,372.0,833.0
56,968.0,699.0
57,36.0,620.0
58,518.0,566.0
59,138.0,457.0
60,828.0,421.0
61,467.0,39.0
62,626.0,645.0
63,192.0,923.0
64,56.0,363.0
65,252.0,349.0
66,202.0,896.0
67,999.0,331.0
68,843.0,462.0
69,83.0,975.0
70,475.0,135.0
71,601.0,55.0
72,578.0,43.0
73,480.0,854.0
74,124.0,825.0
75,121.0,228.0
76,355.0,326.0
77,291.0,944.0
78,784.0,563.0
79,260.0,251.0
80,472.0,918.0
81,193.0,715.0
82,539.0,592.0
83,794.0,290.0
84,930.0,315.0
85,190.0,654.0
86,429.0,292.0
87,79.0,779.0
88,931.0,409.0
89,114.0,765.0
90,948.0,685.0
91,550.0,915.0
92,383.0,979.0
93,127.0,64.0
94,541.0,935.0
95,218.0,159.0
96,396.0,194.0
97,216.0,85.0
98,106.0,843.0
99,174.0,744.0
100,782.0,117.0
101,699.0,379.0
102,497.0,355.0
103,87.0,161.0
104,558.0,199.0
105,721.0,10.0
106,18.0,53.0
107,704.0,674.0
108,443.0,783.0
109,755.0,58.0
110,928.0,666.0
111,347.0,805.0
112,360.0,600.0
113,101.0,119.0
114,938.0,556.0
115,422.0,848.0
116,934.0,275.0
117,391.0,807.0
118,712.0,230.0
119,908.0,359.0
120,992.0,823.0
121,80.0,246.0
122,367.0,837.0
123,865.0,661.0
124,67.0,146.0
125,956.0,582.0
126,977.0,663.0
127,930.0,343.0
128,896.0,542.0
129,631.0,472.0
130,62.0,636.0
131,817.0,759.0
132,914.0,195.0
133,46.0,591.0
134,102.0,825.0
135,822.0,527.0
136,763.0,684.0
137,975.0,128.0
138,26.0,941.0
139,314.0,34.0
140,787.0,474.0
141,512.0,291.0
142,718.0,832.0
143,244.0,931.0
144,534.0,425.0
145,585.0,799.0
146,513.0,990.0
147,641.0,633.0
148,254.0,283.0
149,448.0,389.0
150,702.0,44.0
151,109.0,823.0
152,402.0,190.0
153,184.0,314.0
154,26.0,270.0
155,333.0,949.0
156,132.0,174.0
157,203.0,842.0
158,182.0,78.0
159,575.0,723.0
160,807.0,656.0
161,745.0,757.0
162,320.0,523.0
163,175.0,626.0
164,488.0,947.0
165,376.0,858.0
166,540.0,797.0
167,52.0,401.0
168,441.0,748.0
169,491.0,459.0
170,398.0,734.0
171,202.0,560.0
172,636.0,652.0
173,813.0,892.0
174,403.0,311.0
175,201.0,878.0
176,245.0,641.0
177,894.0,2.0
178,515.0,142.0
179,701.0,895.0
180,143.0,590.0
181,612.0,652.0
182,650.0,986.0
183,932.0,420.0
184,410.0,762.0
185,676.0,219.0
186,174.0,236.0
187,204.0,25.0
188,828.0,312.0
189,120.0,96.0
190,409.0,434.0
191,405.0,549.0
192,379.0,787.0
193,810.0,191.0
194,129.0,755.0
195,499.0,596.0
196,754.0,620.0
197,937.0,430.0
198,61.0,519.0
199,29.0,34.0
200,843.0,640.0
201,520.0,251.0
202,385.0,685.0
203,619.0,501.0
204,239.0,564.0
205,908.0,111.0
206,234.0,353.0
207,467.0,896.0
208,742.0,499.0
209,277.0,981.0
210,194.0,265.0
211,851.0,885.0
212,850.0,444.0
213,131.0,847.0
214,806.0,302.0
215,627.0,401.0
216,267.0,788.0
217,805.0,211.0
218,61.0,985.0
219,729.0,142.0
220,402.0,812.0
221,956.0,593.0
222,907.0,977.0
223,670.0,71.0
224,863.0,184.0
225,74.0,25.0
226,741.0,581.0
227,38.0,919.0
228,963.0,467.0
229,979.0,558.0
230,916.0,241.0
231,4.0,676.0
232,217.0,612.0
233,311.0,756.0
234,235.0,42.0
235,815.0,106.0
236,848.0,461.0
237,46.0,198.0
238,460.0,210.0
239,293.0,234.0
240,274.0,248.0
241,986.0,983.0
242,800.0,608.0
243,342.0,852.0
244,623.0,95.0
245,258.0,221.0
246,420.0,244.0
