id,lambda
0,0.0
1,4.874904421503045
2,6.280078322819858
3,1.9013705242446264
4,1.3025238656719589
5,7.431096142575598
6,2.093709167826528
7,2.595666434762471
8,1.8624446581244598
9,11.300349947420507
10,3.22418613820318
11,3.669770678383425
12,5.7148364401587095
13,6.479070189636646
14,2.2440430782410927
15,1.0140975072860545
16,8.28108788944921
17,5.49333177776451
18,1.9452336045786414
19,4.77751186883372
20,1.4374905256967576
21,7.883691713993451
22,8.994074825770966
23,3.6657072396071695
24,3.6203627386625454
25,10.851834871308169
26,7.455463060713759
27,1.2680382408328743
28,1.3271909391757886
29,1.4045123879439876
30,4.4112455316845285
31,3.3169831313650846
32,2.0130462302948815
33,11.67608351184106
34,2.103113409374563
35,8.730735273512359
36,4.682977474267016
37,4.894684815246553
38,1.0098044768544976
39,10.029928693409264
40,4.829596659257415
41,8.350508862752376
42,3.978532664450117
43,3.4417942991593073
44,6.533559965613732
45,1.410576933587942
46,11.060744508968977
47,2.5500404766597984
48,2.545153146815751
49,3.054650926281005
50,3.621170628571689
51,3.3576417839552746
52,11.86012108496626
53,8.927879149711966
54,8.48196230257856
55,1.0266568831947676
56,4.165911833897617
57,5.532376880870089
58,1.9318220739694638
59,3.631703969502267
60,9.687577141955561
61,1.8544881330991307
62,5.344621749226421
63,4.080696988429938
64,3.185861398013517
65,11.652607729929562
66,5.954746639199056
67,3.824317898556988
68,2.198062536127928
69,3.222321521375799
70,3.198518782059456
71,3.410157861101142
72,4.303391578904611
73,10.745633124331192
74,1.71180888877742
75,10.938856716581036
76,6.076788223407561
77,7.61741957589682
78,5.005344198147109
79,11.321359514492022
80,6.844654977874106
81,4.522771093659075
82,1.3071635495089513
83,4.401351069701812
84,1.4400122031549705
85,1.6622906899688434
86,4.246726078360362
87,11.165670635634731
88,3.284018873470509
89,3.345871184284354
90,1.5128270901159873
91,7.453438437847259
92,10.986392373246339
93,11.997331509565502
94,3.045529282458772
95,1.277146007978124
96,10.108521386324643
97,7.474956345069659
98,9.380108156668689
99,3.292225210339128
100,5.7223625668993785
101,11.507105541097674
102,6.423553762543125
103,10.759379149762445
104,6.589335594506735
105,3.2780651740099924
106,3.1350102429968874
107,9.308838808671
108,1.1131977893637441
109,2.6693775052265
110,1.9298491860536786
111,4.57557365351498
112,5.077872006914513
113,5.158871755381369
114,1.1760448188615742
115,9.104707672641812
116,1.2531065871072826
117,10.660862587601049
118,10.256617458531297
119,2.263581158151221
120,3.741022180010729
121,4.243531174505075
122,3.985365600057152
123,8.166277745962752
124,1.087828554458612
125,1.4038667654566814
126,3.5050640425943103
127,3.905648582471348
128,4.925128940155796
129,8.291263368078376
130,8.129314335950244
131,1.3948278918229327
132,4.1474098227686165
133,2.6324776106715038
134,3.750327231241131
135,1.239801346238656
136,6.076539171839436
137,4.941345043743121
138,1.7028068569529324
139,8.665142626379954
140,2.277565267553433
141,6.629203501957873
142,10.033461123061986
143,4.242613124764672
144,3.620017840684529
145,1.7797429628680086
146,2.940732194784492
147,1.7913415687921987
148,11.648160397838462
149,2.614447710161538
150,3.603889273452088
151,2.7809481012639927
152,8.248279666168226
153,2.025632877161748
154,11.53663383590382
155,11.733198751543203
156,2.6840123323881317
157,4.386602336047117
158,7.049244107895647
159,9.127115356448485
160,6.575611426732252
161,1.0964508651701728
162,8.547320499819804
163,10.540930521339282
164,7.2515618540177655
165,2.6703944065049625
166,10.90721570160695
167,6.796046672476585
168,7.337809735432392
169,6.8672297556789665
170,3.191901793530351
171,2.8660507973668436
172,9.312494427095949
173,1.8283433354375762
174,4.094336891149217
175,10.030856683120037
176,1.3640193316146472
177,6.8802331447115925
178,2.400491228504883
179,3.0716196549536012
180,4.792199365891037
181,4.030225150388752
182,3.4247222891909996
183,10.251578885810005
184,7.470326321827516
185,2.798995397310856
186,2.739904222235996
187,1.4566052591104737
188,10.223037386780238
189,3.7409815351908007
190,5.1593278149913
191,2.794540996994768
192,1.8818055421815791
193,3.7504266949815825
194,9.417410792240862
195,9.946012047295271
196,3.2327845272176616
197,3.6861411317478185
198,6.853548127063851
199,2.9615546847124685
200,1.7996744230022599
