node_id,x,y
0,0.0,0.0
1,10.914272264953606,90.59487160513096
2,80.4102054081245,59.41424483193728
3,32.03646329831741,4.931466126449823
4,54.814395890345445,61.910101679815746
5,66.66646585433983,70.67187402272778
6,57.1931406090629,96.40851911993177
7,38.326094486178434,36.778318881601066
8,83.65301800702397,4.705824825996685
9,10.404728807941643,72.01187181212583
10,76.51619168684077,67.5424054055002
11,73.57404939767154,54.4953519415724
12,28.29880733037453,86.79396501698386
13,93.04665039963508,42.733316720664014
14,86.80641820824128,63.07756107350574
15,21.224265892578554,42.22194855865844
16,52.17184608458722,56.35254486822853
17,95.4808117005951,28.76274644826694
18,20.89901036047126,31.219532385007298
19,76.04426152297262,81.39670054383953
20,82.60931313260153,17.656590639104575
21,81.11272074375908,73.45895853911706
22,77.78243020160292,4.997988211402326
23,87.70061197688413,37.51624993670279
24,43.335571617999726,90.66258532788419
25,9.039440356130424,64.84193308167822
26,17.361783938864328,29.80448420498998
27,68.43989825731023,57.98083635511819
28,5.38495792210496,20.152150709080786
29,86.33942597773903,75.78469803230753
30,50.485497463526166,93.6047712441851
31,11.876636911760396,83.47656893697787
32,16.228873526898223,95.80345127973683
33,18.435276653213073,45.55965481964489
34,69.277583869562,75.9005764029763
35,52.78753077898446,71.63581849452679
36,75.08149811656656,26.355292867688963
37,3.879222307452024,62.460720365399645
38,82.05825512927363,49.296191763323385
39,51.15995839235994,73.84478396143331
40,61.615080476002916,88.35233119099192
41,97.95715693416558,55.12970687555031
42,59.62622837904239,25.196809866669945
43,91.87779569267047,87.15031557092038
44,70.78431116256078,28.390572460074083
45,60.649997222613585,8.959375658472634
46,9.073530458964463,35.253021617256586
47,35.862492572561955,79.37007559689539
48,23.210305229745863,51.26090365380447
49,16.988815231204978,49.53342626209858
50,73.07842594999154,50.66385235007542
51,31.274709606145244,89.17356497673437
52,28.694004229085614,75.1354744295053
53,31.332610203974898,11.253001339146229
54,70.93430089672349,57.28025213563143
55,77.03825775114008,21.440959365993972
56,58.92225109877961,53.455780872850546
57,81.85989804156158,11.798285549315668
58,19.406263053308194,91.95253958663794
59,75.84936455622626,61.879470608097186
60,58.60971386282865,39.376111013232226
61,93.39045082224222,93.22468603298833
62,7.3367101562250125,88.4332917420674
63,19.716877625605413,78.23282631582205
64,12.895079449202939,76.0525027742086
65,31.15388931274643,96.35746924072922
66,78.66217333828816,13.292327406328464
67,3.265283040148903,17.41082450043584
68,83.90529987330785,13.949170051507132
69,54.094555944735575,19.826935636948882
70,29.306023946249095,17.491833636519914
71,53.013508040858135,79.01292894532837
72,97.477875862705,13.458693926988596
73,86.60907115067525,98.09370374409859
74,47.6294912602266,94.17762757254107
75,72.63848966848285,24.438777709536474
76,90.91196409392795,43.13109481702422
77,41.648697913402685,30.86917448431047
78,54.2422357663479,62.94516470066059
79,99.47167743739477,66.07486725942918
80,91.37436956758667,77.74254660686302
81,89.6722594622576,84.53618312436278
82,79.63375627954767,22.471891730591853
83,44.37289551066931,75.19127703093037
84,59.76730875538906,34.118301606108346
85,71.74037427874879,84.75467362810176
86,17.144591242006346,32.51350385097086
87,25.268169675866204,52.207175895853176
88,33.6187874147135,55.9724729450526
89,32.66273156265919,41.925129852082286
90,36.88085514954535,12.010694044535253
91,0.803216111320948,37.44100340233837
92,97.74024869984466,13.807111985272137
93,59.98435932285717,72.20920984738048
94,68.12729410459177,77.07428031475942
95,40.17459655326993,45.29425841089439
96,0.6381316823003025,46.6872554808366
97,21.22435451692852,79.17818526569562
98,25.940271218974154,52.09499597727111
99,68.15421518015916,33.56312134877592
100,86.25390628584444,52.61911124284211
101,19.59794601881375,92.04165784271797
102,14.268871182523624,3.677184442716974
103,9.311084321279884,7.242084553784222
104,35.92626102161701,94.3075245915059
105,57.99568552346741,69.93030027711458
106,74.76248956089651,16.34242739744476
107,19.27385545861765,42.15397099010539
108,59.186500044645406,1.9422091142127118
109,51.083161530100995,95.78060843624583
110,9.786682481614505,66.30964782911994
111,22.32501201802224,51.24507421028262
112,51.76641792011149,19.33456761828224
113,95.54804894474242,46.03045801915548
114,67.73965813632907,53.7366572714402
115,89.04737172820553,38.34605048333864
116,55.10504460694096,17.153971504614073
117,92.11660376126747,55.45488177150557
118,40.92137503688728,83.49627000847114
119,79.36918629999391,4.522492560865343
120,9.709573483413036,0.13008117337189873
121,37.88230794885467,9.12721087283791
122,16.38435201363677,8.602722729052859
123,54.50846870664863,58.800989038364705
124,23.208690364021056,10.263750045899833
125,32.51884129972211,91.24040668721277
126,62.852207643488455,84.17645618462863
127,92.76507736692943,68.2867771350363
128,33.39211310951421,78.36812329320828
129,74.30917934668435,17.09637348757066
130,73.63188244623284,66.02552327256271
131,88.53597821122278,8.6066958611833
132,68.73303221237676,25.76721692063525
133,49.165799282312186,87.19494485851024
134,5.718297313128618,29.289166409924196
135,64.43571271850723,14.669977078661189
136,87.59622459488902,5.772561260087439
137,73.29902635031627,96.61304721660453
138,60.64569004484325,5.8405265780367195
139,13.763354648798066,15.36330808955988
140,80.6815169184173,57.82714812405908
141,1.250982037853321,53.67383693007797
142,89.65945117195349,45.070164813821734
143,34.35719115175062,50.37584275945907
144,88.14185999382013,74.94540992551853
145,24.69079245005532,90.77256324288861
146,44.28938233585349,73.74575520854113
147,36.85670367972844,44.84611143195605
148,54.55747765479414,62.64155313152748
149,55.936957215942016,78.6135609408895
150,29.25788837991844,71.72619591909098
151,31.106327533884148,27.27960710262225
152,73.56266135046165,37.12667406374855
153,70.98933184645925,34.827715082051846
154,93.46827830467228,16.638346656746627
155,41.461863359326856,75.28479930485173
156,88.07023478413034,63.73001852588528
157,56.360972877366464,59.273337267443196
158,28.78544715065493,38.80015509265807
159,26.167121313135045,78.45370787861124
160,5.09568002431704,36.84238919489678
161,4.415910508840559,92.05495018876574
162,15.269827243525324,11.24080024944466
163,21.161423939696856,9.733032544883546
164,2.2269860694367427,87.54475949960414
165,81.11882827341859,66.65942687152663
166,41.053925505635505,89.92125882810389
167,23.90275617105714,72.00036373885249
168,35.64982794512335,2.9050279482363273
169,71.47370309446711,44.487116571728905
170,57.55890088713694,1.9062137034328686
171,43.28180932405728,38.524421733070504
172,52.914116974853584,61.161436994153604
173,98.43941728224026,62.30223230787004
174,0.26364232893951733,99.84003548072674
