node_id,lambda
0,0.0
1,7.571364183825237
2,4.125551557886677
3,1.4740333818872848
4,4.720469788461452
5,9.179685209149952
6,9.652598566965466
7,1.8588984932730463
8,10.884757747938522
9,9.122091523047857
10,1.6559800767835342
11,3.7744498408911284
12,1.1604501405363137
13,9.974483235890956
14,8.621804074704098
15,4.660756701180725
16,3.5398969368956537
17,7.540246313751255
18,7.588823313958905
19,2.2486011920659723
20,2.9487226910003144
21,1.8349114154221717
22,4.592845750355303
23,7.822194958189963
24,2.263363787791349
25,4.442886313814661
26,4.969515600975095
27,2.4469229521916964
28,2.305864392560276
29,4.689032708650892
30,10.507514197876695
31,4.766838643549129
32,10.117599729769077
33,3.638318339050209
34,4.144545424997023
35,11.019897761832787
36,1.8214719062292781
37,10.997267960458942
38,2.5136727228448343
39,5.539402152870898
40,9.312384593131071
41,1.30197793709443
42,2.508491893473816
43,1.2223715645287645
44,2.5012565518099743
45,11.096242305756398
46,4.233071048634798
47,11.536514509382789
48,3.162697174978576
49,7.037262196714092
50,2.112016367592576
51,4.733506489341502
52,3.812271511299106
53,6.772555132867776
54,2.076902685100931
55,11.35519798520555
56,11.001684539760031
57,1.423249221627116
58,1.1805184133240676
59,9.859627312895823
60,2.0954658162739364
61,2.8735516671203927
62,2.3863444713376047
63,4.640352038046384
64,8.410956113502232
65,3.6910152726996484
66,3.927624168060797
67,2.6681788648748808
68,3.9942819919322265
69,11.54558435861334
70,4.981544554252988
71,4.754372949729364
72,1.036300994625897
73,5.937138564527507
74,4.76540384118125
75,3.4471318977272762
76,5.15360434480615
77,4.465365973703877
78,10.520345260605929
79,1.8937474461967958
80,5.732758359942355
81,2.5480975469404403
82,6.748559634312583
83,7.552503919848226
84,5.2267928288926795
85,3.747472037031589
86,1.441610541397163
87,7.2142817573745575
88,1.0317932502773157
89,2.9990187756180355
90,7.98623325418151
91,3.905420839422918
92,4.9387496321277995
93,3.8759309489036236
94,9.164626194600578
95,5.691802653300427
96,3.717360769213141
97,9.820214855655172
98,4.802455013655889
99,8.020188227859467
100,2.2496689082665338
