node_id,lambda
0,0.0
1,9.690912456230024
2,4.28524775407085
3,2.225669239773561
4,7.471062851467503
5,3.864285262659397
6,1.3556151543529307
7,6.150592463896709
8,10.480635085503097
9,4.501108420072869
10,3.9228874260783346
11,1.9681623349523951
12,1.0925528192469973
13,1.3565612344341864
14,2.300868164979023
15,4.921609772949646
16,9.48529822074287
17,2.800601029620444
18,9.079401325854787
19,11.365984201670607
20,2.7281641901047617
21,3.738026397026594
22,4.162721290340246
23,3.7209528202902513
24,1.3969498295215557
25,9.374175839769373
26,1.1239490737834608
27,10.430741079625534
28,3.8897425658972775
29,5.386579125316583
30,1.3687447991935375
31,4.6114453281690135
32,1.4242679662697353
33,4.409917015141497
34,2.3810361502542334
35,2.28910381693509
36,1.7324328386662327
37,6.485010446503847
38,4.334447328222479
39,4.992159666287169
40,4.285228381593176
41,4.459876032052042
42,11.740964032888225
43,9.59730264092784
44,2.680471398579051
45,6.693692022958583
46,11.619012583339437
47,3.464375771862926
48,6.247527636165426
49,4.679875204174489
50,11.823274115266301
51,10.875110151018767
52,4.664841540371916
53,2.127780685251319
54,6.689116813937477
55,5.839990576791284
56,3.6180617092369505
57,2.2576752159953646
58,2.5569615484623602
59,4.750247728674289
60,2.12829686813463
61,8.114975053909571
62,7.506468214943595
63,8.990494067922093
64,1.6126112681167393
65,1.73862137802934
66,6.926537518195839
67,11.130930752364488
68,4.084192284604096
69,3.7955838874687218
70,1.6158468599921778
71,10.042730120366066
72,2.143988573733077
73,3.914356603372301
74,8.217731207277573
75,5.484079235343996
76,10.898411806860278
77,6.301131354207165
78,3.270821953160649
79,2.9370629166955617
80,10.04789763167759
81,4.098397181279174
82,2.7274555444200956
83,2.5781957443740904
84,2.142966400364153
85,9.452573840267885
86,3.4300316986497354
87,3.802756921743248
88,4.26663025953993
89,1.939207128929822
90,4.067555460704076
91,4.338306810746857
92,4.522554536701706
93,2.5668869348285495
94,7.168380871299412
95,2.810005590259647
96,1.8317797583855508
97,3.9702724412597257
98,5.154956525191531
99,4.175534316957191
100,2.778232924404723
101,8.198804827505144
102,3.2315610559199133
103,9.013832836735132
104,7.362268699361058
105,4.291193191717783
106,8.608447574907524
107,1.4001626609060436
108,2.087441829684985
109,7.344598504750359
110,3.516798093424148
111,7.0256688310489945
112,1.8314365348932422
113,9.029979580841268
114,5.061503934916278
115,1.964098224956135
116,3.687375084045633
117,2.037456037821013
118,11.778012468840409
119,4.1619811058193275
120,5.778946986415225
121,1.8219574778839136
122,3.357603295999064
123,4.093940824420007
124,1.3656678451103237
125,4.707692943866272
126,4.424272208868672
127,4.79757993255129
128,10.440379784518111
129,6.139886541861123
130,8.363366815472832
131,9.582847383152902
132,1.8333327678192108
133,2.7071171524585007
134,3.3538890557337027
135,1.5587170591800148
136,2.188763740890678
137,1.078560533464449
138,11.994555534500291
139,4.95297940444728
140,9.930090386670406
141,10.45783421433758
142,5.60663658020361
143,1.4531182533310947
144,4.240930244155142
145,4.766573011490854
146,10.49976017686991
147,4.640591064408243
148,4.584353687956838
149,11.571447768933155
150,3.7462028796465603
151,2.719922567689015
152,6.971102508622589
153,6.75534073562165
154,1.355755864142774
155,1.355698847929529
156,4.375800482596706
157,2.658302072386274
158,6.632476814625338
159,5.664858106533952
160,1.8917002881099778
161,7.150727316086144
162,8.264363779239464
163,9.65811758456886
164,3.048653962068765
165,3.810148210469562
166,10.858613966507786
167,2.218463176525325
168,3.1813885021686343
169,1.0587421668070212
170,4.705762847219255
171,9.019042699446535
172,4.388277752821687
173,7.708839288286336
174,3.6666809699027794
175,4.1024352444704135
176,8.071919052790488
177,2.3813262011360377
178,5.972357208730447
179,8.868665248564792
180,5.333162945977406
181,6.987234103164167
182,5.682260108306723
183,2.430229756195647
184,2.683428970675603
185,1.7333796255285892
186,10.668938267990484
187,6.745403381912529
188,3.9260214428091684
189,4.244766742079811
190,1.3674689485374372
191,5.3813736983817835
192,4.475250797075182
193,3.9932667339186363
194,1.8677517895186613
195,3.102313677840895
196,2.286162339391507
197,3.873315587369125
198,2.897235540280254
199,10.077041452134836
200,8.555643451548924
201,3.4798266013726886
202,4.315457846466342
203,9.578125661512596
204,4.617779769474721
205,8.005849879863668
206,7.761482562387027
207,11.001678283398533
208,3.910883127758097
209,5.626595864321436
210,1.9307707812629928
211,2.5756655170332095
212,2.1810393624848285
213,1.4729623630676767
214,11.215717597553155
215,4.732759130118193
216,8.365654909768672
217,1.0300121173266454
218,6.775048587197626
219,3.88210756009057
220,1.1247369090580572
221,4.006103965456223
222,4.672421268238437
223,1.6388879449244316
224,3.2431733723131924
225,9.37427843468868
226,8.266285702493354
227,3.4043786343162745
228,11.525806933771102
229,3.417337492462077
230,11.44078299605268
231,9.778852166398972
232,6.53714529096119
233,6.985142484396428
234,3.511774105645147
235,3.7035642970903564
236,11.320369152676019
237,11.1011360273428
238,11.914084766784057
239,1.8933543848159262
240,11.62890064201079
241,10.882145628378474
242,9.662105664078599
243,8.761576022991258
244,3.1265256882824155
245,7.1420008851194865
246,1.6211056905895123
247,3.763706578335271
248,2.9123211751914444
249,10.669772982168592
250,2.5654500781941167
251,4.857256630212258
252,3.795974036071861
253,2.1977256279825026
254,4.858542153996824
255,2.827189707073775
256,4.2713934711232575
257,1.2225007016128062
258,1.4420431002289993
259,8.107366725324553
260,4.234088385694648
261,1.3298690671584312
262,4.470203213008729
263,4.003824487500724
264,4.631588846161746
265,7.994803640426448
266,1.8258254944071828
267,2.441009199266827
268,3.7258990404173904
269,2.166962236403303
270,8.884409340377827
271,3.9508153728012174
272,8.26365067949053
273,9.378987758164232
274,2.3554644161234477
275,8.627420696150576
276,6.770069464828861
277,2.930380838178809
278,11.497847037177166
279,7.211635301960845
280,9.767694159019605
281,8.831544688201818
282,3.0530939513104016
283,7.113524200861951
284,11.678136048539622
285,2.7537233431555728
286,2.872290105772615
287,5.52030167341424
288,11.717256413701215
289,7.018295425573915
290,10.593789022853603
291,5.924929590564488
292,2.1002461821479375
293,4.018733523861567
294,5.854044922204983
295,3.8317783695363388
296,5.497359658548088
297,3.6973529661291797
298,11.110649690556585
299,3.933049435734299
300,5.523577406637088
301,4.1190538613879335
302,4.0374575467034965
303,5.860945741439254
304,10.657839975926365
305,4.108501686072868
306,4.3135754133769
307,2.1074505768286462
308,8.125099569724377
309,5.022218520926137
310,1.6269547956739312
311,8.388603753743835
312,3.874388951773518
313,10.370244032136583
314,4.430953401511967
315,10.053282836474743
316,2.038579721618395
317,1.958045665764251
318,11.49321317998248
319,1.8688307267087634
320,5.576360757175461
321,7.353203707044878
322,2.1311562991828175
323,3.841596060337879
324,1.8678898167279088
325,10.282124231915638
326,5.129564213742643
327,10.759539609528433
328,10.961276633643326
329,4.225995480036434
330,3.251604822870656
331,6.42667571414052
332,3.7510176953064365
333,7.316980086793471
334,2.617179872020964
335,4.922213498119815
336,4.911880511407258
337,7.02658355837851
338,3.3595332794935575
339,8.176648624108811
340,1.3788276331678246
341,2.3792828262198205
342,5.8701695196659465
343,2.4893951813115045
344,7.136798882825624
345,4.154814702425979
346,11.316055164492536
347,2.3562019270837666
348,6.515278181748757
349,1.5238609278845998
350,6.686920210335877
351,7.659349349003577
352,8.450155110426577
353,2.6140394447872177
