node_id,lambda
0,0.0
1,4.035841992550505
2,4.8651412886514835
3,7.775565984186477
4,6.88059829341576
5,3.167902826556999
6,6.6913966415677795
7,10.270366371939733
8,8.252282485735794
9,4.375361825784385
10,1.8876484330829308
11,8.343184700745628
12,9.499729189850912
13,2.809427440970541
14,10.228470629141313
15,1.5259966490808439
16,4.9237641586741
17,1.079099697189743
18,9.654135583776494
19,6.408627307734369
20,1.2341988484908462
21,5.308086381572349
22,8.553661321345327
23,8.610366495141935
24,4.1109396141174415
25,4.663166104676257
26,10.667777846528715
27,6.868005512614151
28,6.10415128096974
29,3.194660934980224
30,2.352599538209574
31,1.591015187168431
32,9.893017466380922
33,1.0765070890789716
34,10.861254139690995
35,8.098228576928875
36,2.649359713514377
37,6.499343481206268
38,4.03589237921088
39,11.998712228107479
40,2.496197157340387
41,6.68362481969497
42,10.598712637651516
43,4.392716535172459
44,2.596332457411279
45,10.881524450216222
46,8.364118431251509
47,2.578978134077663
48,10.364672418585506
49,6.11246055852435
50,3.009180969299112
51,2.7877575988969703
52,4.743165466201958
53,11.744797708528418
54,3.9530783284471687
55,2.432678792513424
56,10.952964917138976
57,10.794324904027366
58,7.891344820768557
59,9.070695927781193
60,1.3688203598996562
61,1.7599430621111538
62,4.573633368672153
63,8.58199911601557
64,5.187384432209937
65,4.943738053656325
66,4.843196728001647
67,4.1069482021573265
68,4.510434534575552
69,2.4188631349423795
70,3.4248689004040944
71,1.5985994467334503
72,9.519044425213146
73,2.8772291394743825
74,4.363022073127196
75,6.407551281372722
76,11.450113659547782
77,5.801276479276498
78,1.4201308340609446
79,3.2969282400159226
80,1.4975698183838282
81,10.909278861574458
82,1.804629979126414
83,10.33371818558907
84,4.057881320315654
85,1.5677888318397009
86,2.5715788543761233
87,1.8011064631181029
88,11.155419150141444
89,1.1509013669019876
90,2.989562251174723
91,8.631765953016465
92,11.040037001919524
93,3.1836392449289743
94,10.786705114523546
95,4.108253477593562
96,11.90829809160517
97,3.130896468445257
98,4.489377891547663
99,5.814456834473734
100,1.0066790119145388
101,5.43232812046532
102,1.9787628737199792
103,4.701275388110479
104,2.695610397720028
105,1.2959133663497622
106,8.475842089543255
107,7.982720821515441
108,3.0887184913448062
109,6.7705110283668395
110,1.7046908921879407
111,3.0917679244179403
112,2.7385202373914606
113,1.642492524170522
114,4.168759439133329
115,4.096086068203885
116,4.575262904791396
117,3.7317015499356843
118,2.974709916709317
119,7.991806414284158
120,3.321456462859743
121,2.9271324696573964
122,7.7182581770557945
123,1.4844416147371757
124,1.2664169511100756
