node_id,x,y
0,5.0,5.0
1,18.542,82.932
2,29.069,81.032
3,15.084,75.401
4,21.227,78.915
5,18.405,82.68
6,18.602,83.518
7,25.77,74.463
8,18.691,82.528
9,7.299,75.554
10,20.573,78.746
11,20.702,72.0
12,27.012,80.032
13,15.454,80.94
14,19.631,74.782
15,17.314,81.484
16,23.044,80.914
17,16.136,77.531
18,20.775,77.783
19,18.659,80.286
20,14.7,78.829
21,19.952,82.741
22,17.743,84.188
23,17.962,78.448
24,17.883,77.946
25,19.818,72.546
26,19.173,76.87
27,14.707,82.351
28,23.672,84.445
29,21.607,82.686
30,19.985,80.199
31,20.132,88.843
32,26.807,77.439
33,24.473,77.739
34,17.248,74.872
35,23.18,84.321
36,21.504,79.57
37,25.923,77.141
38,18.812,78.334
39,18.264,82.214
40,23.65,77.353
41,21.897,80.24
42,24.145,80.191
43,22.024,80.466
44,22.877,76.572
45,19.456,80.374
46,22.435,78.529
47,22.126,81.776
48,13.825,72.48
49,29.055,72.272
50,16.973,82.893
51,21.116,80.962
52,18.954,77.316
53,15.701,72.207
54,19.96,76.082
55,20.258,79.287
56,26.492,80.087
57,21.551,86.594
58,12.985,81.296
59,18.737,85.2
60,18.342,87.393
61,20.073,80.167
62,27.108,74.643
63,24.292,83.311
64,15.502,86.084
65,21.286,77.84
66,21.091,75.851
67,16.732,81.506
68,20.15,89.762
69,23.791,75.21
70,24.218,77.335
71,12.754,76.809
72,18.516,72.65
73,28.078,87.299
74,19.739,72.969
75,16.791,74.695
76,14.49,84.509
77,21.837,74.797
78,22.751,84.983
79,26.176,75.588
80,12.882,74.37
81,74.419,81.369
82,75.935,81.723
83,80.717,76.07
84,91.411,84.312
85,77.724,80.946
86,82.232,87.178
87,79.827,82.58
88,83.837,72.715
89,75.678,76.825
90,69.624,75.655
91,77.886,88.272
92,83.23,70.956
93,72.276,82.851
94,73.748,83.93
95,86.219,74.725
96,75.585,81.621
97,84.714,87.941
98,75.416,82.074
99,79.71,81.912
100,81.853,79.945
101,83.509,69.428
102,83.428,89.679
103,73.127,75.474
104,85.212,79.383
105,72.871,76.831
106,86.526,82.691
107,83.306,88.276
108,80.678,75.046
109,85.808,76.894
110,73.87,76.481
111,83.867,80.284
112,90.129,90.087
113,78.003,72.444
114,78.671,90.656
115,82.934,79.998
116,77.866,73.485
117,75.72,77.054
118,78.728,75.01
119,79.983,79.928
120,69.544,88.592
121,76.536,71.807
122,87.877,78.28
123,69.381,82.235
124,77.907,69.197
125,83.648,82.342
126,78.111,87.668
127,83.513,73.674
128,71.622,82.503
129,82.861,92.686
130,85.048,84.588
131,79.483,79.884
132,86.249,84.357
133,89.756,86.372
134,75.276,83.014
135,83.276,89.746
136,78.866,78.246
137,83.764,82.897
138,78.128,78.936
139,84.453,77.056
140,78.634,74.797
141,93.358,76.207
142,79.756,73.565
143,85.025,77.541
144,76.079,87.696
145,83.692,80.371
146,82.929,71.065
147,86.976,75.876
148,75.618,80.026
149,85.629,92.681
150,83.781,79.76
151,24.65,32.507
152,19.865,28.767
153,25.682,26.361
154,26.25,27.349
155,27.981,26.121
156,25.208,29.811
157,26.562,21.58
158,22.678,27.886
159,29.798,24.812
160,21.585,28.694
161,28.354,15.857
162,12.304,29.811
163,30.377,21.403
164,29.996,27.348
165,22.117,23.313
166,31.193,30.8
167,25.155,27.899
168,22.485,25.367
169,26.147,26.884
170,19.484,21.698
171,19.172,25.38
172,21.862,29.815
173,10.348,20.387
174,32.544,26.123
175,23.679,29.981
176,27.475,22.567
177,28.586,19.027
178,25.053,29.574
179,25.659,30.861
180,20.323,34.492
181,26.893,23.453
182,23.306,19.561
183,20.979,29.647
184,23.164,27.463
185,19.709,24.401
186,30.427,19.051
187,21.751,24.585
188,25.515,24.783
189,30.715,22.836
190,25.641,39.406
191,25.406,19.213
192,22.563,30.739
193,18.563,22.478
194,28.59,33.077
195,22.597,25.886
196,23.005,29.499
197,30.39,26.34
198,33.344,32.604
199,29.542,27.877
200,26.898,25.178
201,22.813,25.836
202,18.647,27.618
203,25.142,21.441
204,32.81,28.396
205,26.527,23.325
206,33.534,24.209
207,33.385,29.805
208,27.058,23.795
209,20.355,17.86
210,29.749,24.288
211,82.606,24.758
212,80.555,25.145
213,80.238,24.784
214,66.245,14.148
215,69.724,13.931
216,86.449,37.966
217,74.469,34.179
218,77.178,14.11
219,72.502,18.839
220,86.876,19.677
221,88.729,16.944
222,94.729,18.358
223,57.374,17.717
224,66.917,17.305
225,87.495,26.026
226,89.404,14.785
227,75.801,23.505
228,84.451,30.883
229,79.702,18.629
230,79.012,34.472
231,88.448,22.466
232,79.672,23.557
233,86.78,20.039
234,86.274,29.901
235,87.58,26.31
236,99.447,17.893
237,71.45,22.317
238,75.868,22.782
239,88.677,22.186
240,74.794,15.348
241,88.294,12.828
242,84.424,7.136
243,69.636,23.019
244,72.513,13.825
245,72.906,33.084
246,79.574,25.58
247,79.527,9.522
248,82.02,23.171
249,85.5,16.737
250,85.882,25.862
251,73.866,13.113
252,74.61,15.597
253,79.388,13.979
254,86.058,18.586
255,91.565,24.126
256,90.992,18.209
257,71.986,29.2
258,74.642,24.949
259,72.251,18.536
260,95.347,15.505
261,79.671,13.965
262,69.435,15.61
263,75.495,30.315
264,62.573,23.377
265,82.755,32.578
266,78.204,27.047
267,90.406,25.232
268,79.703,21.359
269,80.852,7.148
270,85.801,20.499
271,13.04,14.029
272,15.676,15.231
273,20.934,23.517
274,23.241,25.008
275,29.02,32.182
276,32.212,33.108
277,37.574,32.373
278,36.355,37.162
279,42.42,39.298
280,45.741,48.137
281,48.314,49.923
282,52.486,55.274
283,60.376,54.252
284,58.785,63.679
285,65.111,61.179
286,67.572,64.138
287,74.93,70.798
288,73.835,73.369
289,74.47,77.537
290,85.014,84.988
291,0.882,97.899
292,98.302,0.14
293,97.734,96.38
294,3.705,2.023
295,50.637,98.252
296,100.0,47.834
297,2.357,51.476
298,52.834,1.213
299,90.242,9.999
300,9.992,88.985
