id,x,y
0,500.0,500.0
1,205.0,638.0
2,893.0,161.0
3,191.0,775.0
4,444.0,871.0
5,225.0,445.0
6,368.0,543.0
7,120.0,270.0
8,612.0,902.0
9,45.0,323.0
10,707.0,182.0
11,125.0,720.0
12,442.0,388.0
13,79.0,759.0
14,904.0,76.0
15,379.0,849.0
16,213.0,595.0
17,164.0,686.0
18,404.0,947.0
19,331.0,615.0
20,842.0,156.0
21,272.0,297.0
22,957.0,227.0
23,274.0,481.0
24,287.0,544.0
25,152.0,403.0
26,873.0,146.0
27,267.0,415.0
28,188.0,727.0
29,594.0,742.0
30,198.0,429.0
31,810.0,797.0
32,383.0,602.0
33,459.0,786.0
34,50.0,183.0
35,395.0,836.0
36,600.0,866.0
37,192.0,744.0
38,12.0,705.0
39,869.0,99.0
40,233.0,811.0
41,235.0,638.0
42,423.0,904.0
43,220.0,619.0
44,236.0,713.0
45,960.0,141.0
46,128.0,321.0
47,160.0,230.0
48,200.0,650.0
49,104.0,544.0
50,375.0,638.0
51,540.0,726.0
52,635.0,790.0
53,512.0,597.0
54,643.0,517.0
55,327.0,750.0
56,198.0,412.0
57,375.0,558.0
58,123.0,259.0
59,365.0,859.0
60,545.0,700.0
61,242.0,431.0
62,140.0,412.0
63,316.0,413.0
64,145.0,764.0
65,892.0,246.0
66,331.0,828.0
67,231.0,342.0
68,676.0,810.0
69,211.0,378.0
70,197.0,538.0
71,808.0,113.0
72,129.0,655.0
73,84.0,714.0
74,416.0,784.0
75,151.0,243.0
76,275.0,442.0
77,46.0,355.0
78,182.0,746.0
79,158.0,717.0
80,198.0,648.0
81,137.0,763.0
82,206.0,872.0
83,30.0,301.0
84,979.0,214.0
85,384.0,855.0
86,212.0,794.0
87,35.0,779.0
88,108.0,640.0
89,186.0,930.0
90,623.0,977.0
91,231.0,796.0
92,402.0,932.0
93,166.0,237.0
94,341.0,803.0
95,559.0,851.0
96,883.0,143.0
97,524.0,909.0
98,387.0,463.0
99,395.0,327.0
100,382.0,787.0
101,341.0,784.0
102,180.0,530.0
103,81.0,261.0
104,379.0,700.0
105,721.0,333.0
106,312.0,756.0
107,424.0,573.0
108,596.0,878.0
109,273.0,514.0
110,281.0,417.0
111,125.0,528.0
112,464.0,893.0
113,140.0,413.0
114,256.0,250.0
115,206.0,384.0
116,204.0,563.0
117,202.0,159.0
118,347.0,420.0
119,283.0,520.0
120,214.0,494.0
121,854.0,142.0
122,502.0,839.0
123,599.0,889.0
124,485.0,898.0
125,339.0,73.0
126,396.0,959.0
127,192.0,533.0
128,234.0,702.0
129,811.0,101.0
130,840.0,272.0
131,266.0,346.0
132,867.0,211.0
133,185.0,436.0
134,61.0,374.0
135,843.0,188.0
136,156.0,795.0
137,387.0,889.0
138,724.0,952.0
139,622.0,16.0
140,235.0,894.0
141,327.0,991.0
142,867.0,172.0
143,329.0,496.0
144,930.0,115.0
145,728.0,950.0
146,371.0,317.0
147,416.0,575.0
148,408.0,744.0
149,98.0,434.0
150,468.0,990.0
151,239.0,775.0
152,231.0,748.0
153,251.0,398.0
154,311.0,725.0
155,913.0,135.0
156,928.0,399.0
157,444.0,596.0
158,337.0,519.0
159,294.0,981.0
160,625.0,824.0
161,153.0,530.0
162,124.0,342.0
163,615.0,881.0
164,534.0,826.0
165,454.0,888.0
166,639.0,789.0
167,48.0,353.0
168,200.0,704.0
169,50.0,483.0
170,269.0,610.0
171,477.0,953.0
172,54.0,300.0
173,346.0,588.0
174,617.0,832.0
175,867.0,63.0
176,304.0,240.0
177,129.0,675.0
178,293.0,547.0
179,110.0,597.0
180,868.0,126.0
181,190.0,760.0
182,894.0,162.0
183,209.0,696.0
184,400.0,495.0
185,283.0,657.0
186,536.0,991.0
187,649.0,872.0
188,198.0,370.0
189,824.0,202.0
190,275.0,889.0
191,904.0,169.0
192,511.0,600.0
193,224.0,441.0
194,674.0,949.0
195,627.0,952.0
196,7.0,213.0
197,155.0,218.0
198,593.0,802.0
199,817.0,211.0
200,212.0,351.0
201,843.0,191.0
202,616.0,902.0
203,230.0,561.0
204,459.0,554.0
205,585.0,595.0
206,204.0,614.0
207,698.0,970.0
208,425.0,539.0
209,430.0,850.0
210,498.0,758.0
211,437.0,622.0
212,107.0,483.0
213,119.0,764.0
214,265.0,615.0
215,547.0,481.0
216,324.0,762.0
217,723.0,745.0
218,163.0,928.0
219,308.0,513.0
220,339.0,599.0
221,314.0,814.0
222,316.0,598.0
223,183.0,159.0
224,325.0,348.0
225,163.0,480.0
226,595.0,727.0
227,303.0,866.0
228,350.0,700.0
229,920.0,82.0
230,105.0,238.0
231,111.0,18.0
232,437.0,482.0
233,88.0,300.0
234,464.0,929.0
235,544.0,846.0
